MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
5.357,1.541,1.848,2.751,0.730,1.194,1.541,1.541,1.820,1.194,3.702,2.056,0.730,1.820,1.541,1.820,2.260,5.494,4.792,1.194,0.730,2.750,2.750,1.541,0.000,1.541,1.541,1.820,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.955,11.955,0.730,1.820,0.730,1.541,2.424,10.132,0.000,2.490,0.000,0.000,1.194,0.000,1.820,0.730,1.541,2.440,1.820,0.000,2.056,1.820,5.357,1.541,0.730,10.506,1.541,1.541,1.194,0.000,0.000,0.000,0.000,7.566,0.000,0.730,1.820,1.194,0.000,2.056,14.195,1.541,1.820,11.813
3.859,1.541,1.935,2.819,0.730,1.194,1.194,1.541,1.820,1.194,3.702,2.056,0.730,1.820,2.056,2.750,2.056,1.194,0.730,0.730,0.730,2.056,2.056,0.730,9.322,0.730,1.541,1.820,1.194,1.820,1.820,2.056,12.727,2.260,0.000,10.084,13.677,0.730,1.820,0.730,1.541,2.513,0.000,0.000,2.513,0.730,0.000,1.194,0.000,1.541,0.730,0.730,2.603,1.820,0.730,1.820,2.056,1.194,0.730,1.541,11.397,1.541,1.541,1.194,9.229,5.803,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.194,14.197,1.541,1.820,12.676
3.859,1.541,1.848,2.729,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,1.820,2.260,4.927,4.927,1.194,0.730,2.603,2.260,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.820,9.558,1.194,8.502,8.604,11.718,0.730,1.541,0.730,1.541,2.399,0.000,0.000,2.399,0.000,0.000,0.730,0.000,1.541,0.730,1.194,2.056,1.820,0.000,2.056,1.820,3.859,1.541,1.194,10.991,1.541,1.541,1.194,6.574,0.000,0.000,0.000,0.000,0.000,0.730,1.820,0.730,10.272,3.011,14.197,1.541,1.820,11.699
3.859,1.541,1.886,2.884,0.730,1.194,1.194,1.541,1.541,1.194,2.750,2.056,0.730,1.820,2.056,2.260,2.750,3.933,1.194,0.730,0.730,2.440,2.260,1.194,8.694,1.194,1.194,1.541,1.541,1.820,1.820,2.056,11.535,2.260,0.000,6.022,11.769,0.730,1.820,0.730,1.541,2.512,0.000,0.000,2.512,0.730,0.000,1.194,0.000,1.541,0.730,1.194,2.056,1.820,0.730,1.820,2.056,3.933,0.730,1.194,10.468,1.541,1.541,1.194,8.963,5.134,0.000,7.897,0.000,0.000,0.730,1.820,1.194,0.000,3.128,14.197,1.541,1.820,12.310
3.859,1.541,1.864,2.736,0.730,1.194,1.541,1.541,1.820,1.194,3.859,2.056,0.730,1.820,2.056,2.440,2.056,1.194,1.194,1.194,0.730,2.886,2.886,0.730,6.268,1.194,1.541,1.820,1.541,1.820,1.541,2.056,11.238,2.260,0.000,10.313,12.722,0.730,1.820,0.730,1.541,2.460,0.000,0.000,2.460,0.730,0.000,1.194,0.000,1.194,0.730,1.194,2.260,1.820,0.000,2.056,2.056,1.194,1.194,1.194,10.877,1.541,1.541,1.194,7.216,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.194,14.197,1.541,1.820,12.178
6.448,1.541,1.932,2.799,0.730,1.194,1.541,1.541,1.541,1.194,3.933,2.056,0.730,1.194,2.056,2.056,2.056,5.392,5.392,1.194,0.730,2.886,2.886,1.194,6.554,1.541,1.541,1.541,1.820,1.820,1.820,2.260,0.000,2.260,0.000,13.467,13.467,0.730,1.541,0.730,1.541,2.521,0.000,0.000,2.521,0.730,0.000,1.194,0.000,1.820,1.194,1.541,2.750,1.820,0.000,2.056,1.820,5.012,1.541,1.541,11.794,1.541,1.541,1.194,0.000,4.201,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.197,0.730,1.194,11.608
4.492,1.194,1.813,2.713,0.730,0.730,1.541,1.541,1.820,1.194,2.603,2.056,0.730,1.820,1.541,1.820,2.056,6.315,5.654,1.194,0.730,2.750,2.750,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.194,7.511,2.260,0.000,10.860,11.439,0.730,1.541,0.730,1.194,2.396,0.000,9.460,2.457,0.000,0.000,0.730,0.000,1.194,0.730,1.541,2.056,1.820,0.000,2.056,1.820,5.248,1.541,1.194,10.464,1.541,1.541,1.194,0.000,4.072,6.881,0.000,0.000,0.000,0.730,1.820,1.194,0.000,0.730,14.197,1.541,1.820,11.542
7.021,1.541,1.739,2.692,0.730,1.194,1.194,1.541,1.820,1.194,1.820,2.056,0.730,1.541,2.056,2.603,2.056,3.438,3.341,1.194,0.730,2.056,2.056,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.056,12.597,2.260,0.000,9.806,13.487,0.730,1.820,0.730,1.541,2.505,0.000,0.000,2.505,0.730,0.000,1.194,0.000,1.194,0.730,1.194,2.056,1.820,0.730,1.541,2.056,3.438,1.194,1.194,10.776,1.541,1.541,1.194,8.483,7.511,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.198,1.541,1.820,12.374
6.221,1.541,1.896,2.774,0.730,1.194,1.194,1.541,1.541,1.194,2.260,2.056,0.730,1.820,1.194,2.440,2.056,1.820,1.820,1.194,0.730,2.886,2.886,1.194,9.962,1.194,1.541,1.820,1.194,1.820,1.541,2.056,11.459,2.260,0.000,6.268,11.731,0.730,1.820,0.730,1.541,2.448,0.000,0.000,2.448,0.730,0.000,1.194,0.000,1.541,0.730,1.194,2.260,1.820,0.730,1.820,2.056,1.820,0.730,1.194,9.940,1.541,1.541,1.194,7.620,4.003,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.194,1.541,1.820,12.142
5.685,1.541,1.902,2.798,0.730,1.194,1.194,1.541,1.820,1.194,3.859,2.056,0.730,1.820,1.820,2.440,2.056,2.886,2.750,1.194,0.730,2.886,2.886,1.194,8.126,1.194,1.541,1.820,1.541,1.820,1.541,1.820,8.622,2.260,0.000,11.834,12.531,0.730,1.820,0.730,1.541,2.449,11.763,0.000,2.542,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.603,1.820,0.730,1.541,2.056,2.886,0.730,1.194,10.473,1.541,1.541,1.194,8.014,6.315,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.195,1.541,1.820,12.313
3.859,1.541,1.918,2.780,0.730,1.194,1.541,1.541,1.541,1.194,3.341,1.820,0.730,1.820,2.056,2.056,2.260,5.285,4.263,0.730,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.194,10.715,2.260,0.000,8.781,11.718,0.730,1.820,0.730,1.541,2.448,0.000,0.000,2.448,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.730,1.541,2.056,5.285,1.194,0.730,8.729,1.541,1.541,1.194,7.686,0.000,0.000,0.000,0.000,0.000,0.730,0.730,0.730,9.716,1.541,14.197,1.541,1.820,11.786
3.859,1.541,1.893,2.765,0.730,1.194,1.194,1.541,1.541,1.194,3.341,2.056,0.730,1.820,2.056,2.056,2.056,4.927,4.927,1.194,0.730,2.260,2.260,1.541,0.000,1.541,1.541,1.820,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.976,11.976,0.730,1.541,0.730,1.541,2.415,0.000,0.000,2.415,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,4.927,1.541,0.730,9.026,1.541,1.541,1.194,7.441,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.194,1.541,0.730,11.590
6.099,1.194,1.848,2.790,0.730,1.194,1.541,1.541,1.820,1.194,3.782,2.056,0.730,1.820,0.000,2.440,2.440,6.491,4.792,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.194,1.541,1.820,0.730,1.541,9.654,2.260,0.000,10.221,11.769,0.000,0.730,0.000,1.541,2.402,11.794,0.000,2.520,0.000,0.000,0.730,0.730,1.194,0.730,1.541,2.260,1.820,1.194,1.541,1.820,6.491,1.541,1.194,9.178,1.541,1.541,0.730,0.000,9.329,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.886,14.192,1.541,1.820,12.002
6.448,1.541,1.848,2.758,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.194,2.056,1.541,1.820,5.559,5.559,1.194,0.730,0.730,1.541,1.541,0.000,1.541,1.541,1.541,0.000,0.730,0.000,0.000,0.000,1.541,0.000,0.000,0.000,0.730,1.194,0.000,0.730,2.431,0.000,0.000,2.431,0.000,0.000,1.194,0.000,1.194,1.194,1.541,2.260,1.820,0.000,2.056,1.820,5.591,1.541,1.194,9.716,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.192,1.541,1.820,11.446
5.685,1.541,1.893,2.786,0.730,1.194,1.194,1.194,1.194,1.194,3.438,2.056,0.730,1.820,1.820,2.603,2.056,0.730,0.730,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,11.809,11.809,0.730,1.820,0.730,1.541,2.407,11.831,0.000,2.523,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.603,1.820,0.730,1.820,2.056,0.730,0.730,1.541,11.507,1.541,1.541,1.194,0.000,6.952,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.192,1.541,1.820,12.388
6.448,1.541,1.848,2.790,0.730,1.194,1.541,1.541,1.820,1.194,3.702,2.056,0.730,1.194,2.056,2.056,2.056,4.003,3.933,1.194,0.730,2.260,2.260,1.541,0.000,1.541,1.541,1.541,1.541,1.541,1.194,2.056,12.646,2.260,0.000,0.000,12.646,0.730,1.541,0.730,1.541,2.456,0.000,0.000,2.456,1.541,0.000,1.541,0.000,1.541,0.730,1.541,2.056,1.820,0.000,2.056,1.194,14.197,0.000,0.000,0.000,1.194,1.194,1.194,7.021,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.197,1.541,0.000,12.095
5.685,1.541,1.868,2.770,0.730,1.194,1.194,1.541,1.820,1.194,3.859,2.056,0.730,1.820,1.820,2.440,2.056,2.056,2.056,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,11.718,11.718,0.730,1.820,0.730,1.541,2.399,11.718,0.000,2.516,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.440,1.820,0.000,2.056,2.056,2.056,1.194,1.194,10.617,1.541,1.541,1.194,7.956,5.559,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.197,1.541,1.820,12.155
5.969,1.194,1.848,2.774,0.730,0.730,1.541,1.541,1.820,1.194,3.782,2.056,0.730,1.820,1.820,2.056,2.440,6.595,2.056,1.194,0.730,2.440,1.820,1.541,0.000,1.541,1.194,1.194,0.730,1.194,1.820,2.260,0.000,2.260,0.000,8.729,8.729,0.730,1.820,0.730,1.541,2.378,11.007,0.000,2.485,0.000,0.000,1.194,0.000,1.194,0.730,1.541,2.440,1.820,0.000,2.056,1.820,6.595,1.541,1.194,9.460,1.541,0.000,1.194,8.781,0.000,6.881,0.000,0.000,0.000,0.730,1.194,1.194,0.000,2.056,14.194,1.541,1.194,11.791
3.859,1.541,1.868,2.725,0.730,1.194,1.194,1.541,1.820,1.194,3.341,1.820,0.730,1.820,2.056,2.260,2.603,5.248,3.128,0.730,0.730,2.603,2.603,1.541,0.000,1.541,1.194,1.541,1.820,1.820,0.730,2.056,11.615,2.260,0.000,6.221,11.868,0.730,1.194,0.730,1.541,2.409,0.000,0.000,2.409,0.730,0.730,0.730,0.000,1.541,0.730,1.194,2.056,1.820,0.000,2.056,1.820,5.211,1.541,0.730,8.930,1.541,1.541,1.194,7.724,0.000,0.000,0.000,0.000,0.000,0.730,1.194,1.194,0.000,2.056,14.195,1.541,1.820,11.864
3.859,1.541,1.868,2.756,0.730,1.194,1.541,1.541,1.820,1.194,3.128,2.056,0.730,1.820,2.056,2.440,2.056,2.440,2.260,1.194,0.730,2.886,2.886,1.194,6.808,1.541,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,12.988,12.988,0.730,1.820,0.730,1.541,2.475,0.000,0.000,2.475,0.000,0.000,1.194,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,2.440,1.541,1.194,10.464,1.541,1.541,1.194,7.021,5.527,0.000,0.000,0.000,0.000,0.730,1.194,1.194,0.000,3.128,14.194,1.541,1.820,12.095
6.221,1.541,1.886,2.815,0.730,1.194,1.194,1.541,1.820,1.194,3.341,2.056,0.730,1.820,1.194,2.056,2.260,5.211,2.886,1.194,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.541,1.820,1.541,1.820,9.974,2.260,0.000,6.124,10.372,0.730,1.820,0.730,1.541,2.489,0.000,0.000,2.489,0.000,0.730,1.194,0.000,1.541,0.730,1.541,2.260,1.541,0.730,1.541,2.056,3.128,1.194,1.194,10.169,1.541,1.541,1.194,9.041,0.000,0.000,0.000,6.655,0.000,0.730,1.820,1.194,0.000,2.886,14.197,1.541,1.820,12.073
7.021,1.541,1.752,2.692,0.730,1.194,1.194,1.194,1.820,1.194,1.820,2.056,0.730,1.541,2.056,2.603,2.056,3.438,3.438,1.194,0.730,2.603,2.603,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.056,11.271,2.260,0.000,10.758,12.961,0.730,1.194,0.730,1.541,2.474,0.000,0.000,2.474,0.730,0.000,1.194,0.000,1.194,0.730,1.194,2.056,1.820,0.730,1.541,2.056,3.438,1.194,1.194,10.073,1.541,1.541,1.194,6.574,0.000,5.969,7.724,0.000,0.000,0.730,1.820,1.194,0.000,2.886,14.195,1.541,1.820,12.101
5.685,1.541,1.918,2.764,0.730,1.194,1.194,1.541,1.820,1.194,3.238,2.056,0.730,1.820,1.820,2.603,2.750,4.597,3.128,0.730,0.730,2.886,2.886,1.194,8.939,0.730,1.194,1.541,1.820,1.541,1.820,2.056,10.630,0.730,6.221,10.206,12.503,0.730,1.820,0.730,1.541,2.452,13.382,0.000,2.588,0.000,0.730,1.541,0.730,1.820,0.730,1.194,3.011,1.820,1.194,1.541,1.541,3.341,0.730,1.194,11.611,1.541,1.541,1.194,0.000,8.147,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.195,1.541,1.820,12.611
5.685,1.541,1.864,2.762,0.730,1.194,1.194,1.541,1.820,1.194,3.438,2.056,0.730,1.820,1.820,2.440,2.056,2.750,2.750,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.056,9.026,2.260,0.000,10.959,11.987,0.730,1.820,0.730,1.541,2.421,12.824,0.000,2.559,0.000,0.000,1.194,0.730,1.820,0.730,1.194,2.603,1.820,0.730,1.541,1.541,2.750,0.730,1.194,10.534,1.541,1.541,1.194,8.356,5.494,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.197,1.541,1.820,12.372
5.969,1.194,1.868,2.801,0.730,0.000,1.194,1.541,1.541,1.194,3.782,2.056,0.730,1.820,1.820,2.440,2.440,7.169,2.260,0.000,0.730,0.730,0.730,1.541,0.000,1.194,1.541,0.000,1.820,1.194,1.820,2.260,0.000,2.260,0.000,12.741,12.741,0.000,1.541,0.000,1.541,2.472,12.924,0.000,2.584,0.000,0.000,0.730,0.730,1.820,0.730,1.194,2.603,1.820,0.730,1.820,1.820,5.654,1.541,1.820,11.718,1.541,1.541,0.730,7.885,0.000,9.629,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.197,1.541,1.820,12.491
3.859,1.541,1.844,2.788,0.730,1.194,1.194,1.541,1.820,1.194,2.056,2.056,0.730,1.820,2.056,2.440,2.056,3.341,3.341,0.730,0.730,2.886,2.886,1.194,9.308,1.194,1.541,1.820,1.541,1.820,1.820,2.056,11.889,2.260,0.000,11.511,13.717,0.730,1.820,0.730,1.541,2.515,0.000,0.000,2.515,0.730,0.000,1.194,0.000,1.541,0.730,1.194,2.440,1.820,0.730,1.541,2.056,3.341,0.730,1.194,10.406,1.541,1.541,1.194,8.511,5.559,7.539,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.198,1.541,1.820,12.470
5.357,1.541,1.803,2.755,0.730,1.194,1.541,1.541,1.820,1.194,3.702,2.056,0.730,1.820,1.541,1.820,1.541,5.803,5.654,1.194,0.730,1.541,1.820,1.541,0.000,1.541,1.541,0.730,0.000,0.730,0.000,0.000,0.000,1.541,0.000,0.000,0.000,0.000,1.541,0.000,0.730,2.439,9.957,0.000,2.496,0.000,0.000,1.194,0.000,1.820,0.730,1.541,2.750,0.730,0.000,2.056,1.820,5.803,1.541,0.730,8.511,1.541,1.541,0.730,6.491,0.000,7.933,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.197,1.541,1.820,11.493
5.357,1.194,1.827,2.762,0.730,0.730,1.541,1.541,1.541,1.194,3.782,2.056,0.730,1.820,1.541,1.820,2.440,6.655,2.260,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.194,1.820,1.194,1.820,2.260,0.000,2.260,0.000,10.635,10.635,0.730,1.194,0.730,1.541,2.384,9.378,0.000,2.447,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.440,1.541,0.000,2.056,1.194,14.198,0.000,0.000,0.000,1.194,1.194,0.730,0.000,7.620,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.198,1.541,1.820,11.477
5.685,1.541,1.864,2.744,0.730,1.194,1.541,1.541,1.820,1.194,3.438,0.730,0.730,1.820,1.820,2.440,2.056,1.820,1.820,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,10.991,10.991,0.730,1.820,0.730,1.541,2.351,10.991,0.000,2.472,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.260,1.820,0.000,2.056,2.056,1.820,0.730,1.194,9.716,1.541,1.541,1.194,0.000,5.285,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.603,14.194,1.541,1.820,11.995
3.859,1.541,1.915,2.769,0.730,1.194,1.194,1.541,1.820,1.194,3.859,2.056,0.730,1.820,2.056,2.260,2.056,2.750,2.750,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.194,1.820,1.541,1.820,1.194,2.056,12.646,2.260,0.000,8.857,13.261,0.730,1.820,0.730,1.541,2.492,0.000,0.000,2.492,0.730,0.000,1.194,0.000,1.541,0.730,1.194,2.260,1.820,0.000,2.056,2.056,2.750,1.194,1.194,10.635,1.541,1.541,1.194,7.724,4.323,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.192,1.541,1.820,12.288
5.685,1.541,1.918,2.783,0.730,1.194,1.541,1.541,1.820,1.194,3.530,2.056,0.730,1.820,1.820,2.603,2.056,0.730,0.730,1.194,0.730,2.886,2.886,1.194,7.849,1.194,1.541,1.820,1.541,1.820,0.730,2.260,0.000,2.260,0.000,12.209,12.209,0.730,1.194,0.730,1.541,2.431,12.290,0.000,2.547,0.000,0.000,1.194,0.730,1.541,0.730,0.730,2.603,1.820,0.730,1.820,2.056,0.730,1.194,1.541,11.763,1.541,1.541,1.194,8.014,5.427,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.192,1.541,1.820,12.526
3.859,1.541,1.852,2.747,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.260,2.603,4.970,1.820,1.194,0.730,2.260,2.260,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,2.056,9.946,1.820,10.127,6.935,12.198,0.730,1.194,0.730,1.541,2.429,0.000,0.000,2.429,0.730,0.000,0.730,0.000,1.541,0.730,1.194,2.056,1.820,0.000,2.056,1.820,4.970,1.194,1.194,9.951,1.541,1.541,1.194,7.762,5.285,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.197,1.541,1.820,11.958
7.620,0.730,1.703,2.615,0.730,0.000,1.541,1.541,1.820,1.194,3.618,2.056,0.730,1.541,1.820,2.260,2.056,2.886,2.886,1.194,0.730,2.750,2.750,1.194,11.812,1.541,1.541,1.820,1.541,1.820,1.820,2.056,9.597,2.260,0.000,9.378,11.256,0.730,1.194,0.730,1.541,2.372,11.256,0.000,2.490,0.000,0.000,1.194,0.730,1.541,0.730,1.541,2.260,1.820,0.000,2.056,1.820,2.886,1.541,1.194,9.951,1.541,1.541,1.194,0.000,4.138,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.197,1.541,1.820,12.058
5.685,1.541,1.879,2.790,0.730,1.194,1.194,1.541,1.820,1.194,3.859,2.056,0.730,1.820,1.820,2.603,2.056,1.194,1.194,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.541,2.056,3.859,2.260,0.000,11.660,11.725,0.730,1.820,0.730,1.541,2.400,11.837,0.000,2.520,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.440,1.820,0.000,2.056,2.056,1.194,1.194,1.194,10.644,1.541,1.541,1.194,7.397,6.752,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.197,1.541,1.820,12.264
5.685,1.541,1.893,2.800,0.730,1.194,1.194,1.541,1.194,1.194,3.341,2.056,0.730,1.820,1.820,2.260,2.056,4.597,4.597,0.730,0.730,2.603,2.603,0.000,9.237,1.541,1.541,1.541,1.820,1.820,0.730,1.541,9.940,2.260,0.000,8.454,11.039,0.730,1.541,0.730,1.541,2.355,11.200,0.000,2.480,0.000,0.000,1.194,0.730,1.541,0.730,1.541,2.260,1.820,0.730,1.541,2.056,4.597,0.730,1.194,9.951,1.541,1.541,1.194,9.287,0.000,0.000,0.000,0.000,0.000,0.730,1.194,1.194,0.000,1.820,14.198,1.541,1.194,11.976
7.620,0.730,1.607,2.561,0.730,0.000,1.541,1.541,1.820,1.194,3.618,2.056,0.730,0.730,1.820,2.440,2.056,2.750,2.750,1.194,0.730,2.750,2.750,1.194,9.460,1.541,1.541,1.820,1.541,1.820,1.820,1.820,10.511,2.260,0.000,8.048,11.311,0.730,1.194,0.730,1.541,2.376,11.311,0.000,2.493,0.000,0.000,1.194,0.730,1.541,0.730,1.541,2.260,1.820,0.000,2.056,1.820,2.750,1.541,1.194,9.951,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.603,14.195,1.541,1.820,12.097
5.685,1.541,1.868,2.808,0.730,1.194,1.194,1.541,1.820,1.194,2.056,2.056,0.730,1.820,1.820,2.603,2.056,3.128,3.128,1.194,0.730,2.886,2.886,1.194,10.337,1.194,1.541,1.820,1.541,1.820,1.541,0.730,5.559,0.730,5.803,12.641,12.919,0.730,1.820,0.730,1.541,2.473,12.653,0.000,2.577,0.000,0.000,1.194,0.730,1.820,0.730,1.194,2.750,1.820,0.730,1.541,2.056,3.128,1.194,1.541,11.340,1.541,1.541,1.194,8.336,6.615,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,3.011,14.194,1.541,1.820,12.578
3.859,1.541,1.886,2.767,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.260,2.260,5.357,5.357,0.730,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.541,10.793,2.260,0.000,8.622,11.718,0.730,1.820,0.730,1.541,2.399,0.000,0.000,2.399,0.000,0.000,0.730,0.000,1.194,0.730,1.541,2.056,1.820,0.000,2.056,1.820,0.730,1.541,0.730,9.026,0.000,0.000,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,0.730,10.007,2.886,14.197,1.541,1.820,11.756
4.492,1.194,1.848,2.728,0.730,1.194,1.541,1.541,0.730,1.194,2.886,1.820,0.730,1.820,2.056,2.056,2.056,6.338,5.654,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.820,1.820,1.820,0.730,0.730,9.746,2.260,0.000,11.296,12.511,0.730,1.541,0.730,1.541,2.469,0.000,0.000,2.469,0.000,0.000,0.730,0.000,1.194,0.730,0.000,2.056,1.194,0.000,2.056,1.820,5.134,1.541,1.194,9.951,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.886,14.197,1.541,1.820,11.513
5.685,0.730,1.893,2.759,0.730,1.194,1.541,1.541,1.820,1.194,3.618,2.056,0.730,1.820,1.820,2.440,2.056,0.730,0.730,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.820,1.541,1.820,0.730,2.056,4.138,2.260,0.000,11.267,11.354,0.730,1.820,0.730,1.541,2.378,11.449,0.000,2.498,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.440,1.820,0.000,2.056,2.056,0.730,1.541,1.194,10.801,1.541,1.541,1.194,7.737,5.173,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.198,0.000,1.820,12.279
5.685,1.541,1.923,2.772,0.730,1.194,1.541,1.541,1.820,1.194,2.056,2.056,0.730,1.820,1.820,2.603,2.056,2.886,2.886,1.194,0.730,2.886,2.886,1.194,11.043,1.194,1.541,1.820,1.541,1.820,0.730,2.056,12.555,2.260,0.000,6.427,12.769,0.730,1.820,0.730,1.541,2.465,12.388,0.000,2.567,0.730,0.000,1.194,0.730,1.541,0.730,1.194,2.603,1.820,0.730,1.820,2.056,2.886,1.194,1.541,11.693,1.541,1.541,1.194,0.000,7.153,0.000,0.000,7.873,0.000,0.730,1.820,1.194,0.000,2.440,14.197,1.541,1.820,12.728
7.021,1.541,1.669,2.773,0.730,1.194,1.194,1.541,1.194,1.194,2.440,2.056,0.730,1.541,2.056,2.603,2.056,3.011,2.886,0.730,0.730,1.820,1.194,1.541,0.000,1.194,1.194,1.820,1.541,1.541,1.541,0.730,9.934,0.000,12.282,0.000,13.291,0.730,1.820,0.730,1.541,2.492,0.000,0.000,2.492,0.730,0.000,0.730,0.730,1.194,0.730,0.730,2.260,1.820,0.730,1.820,2.056,3.011,0.730,1.194,10.174,1.541,1.541,1.194,0.000,4.492,0.000,0.000,8.274,0.000,0.730,1.820,1.194,0.000,1.820,14.192,1.541,1.820,12.506
